COUNTY_ID,COUNTY,TOWN_ID,TOWN,E1314_CNT,E1112_CNT,E2122_CNT,E3_4_5_CNT,E6_7_CNT,E8_9_CNT,E1_2_CNT,E03_CNT,E04_CNT,INFO_TIME
"10004","新竹縣","10004090","北埔鄉",23,261,1860,827,2628,1123,1174,37,124,"110Y"
"10004","新竹縣","10004100","寶山鄉",251,1330,3795,1202,3637,1665,1330,60,64,"110Y"
"10004","新竹縣","10004110","峨眉鄉",9,140,999,501,1623,845,766,16,48,"110Y"
"10004","新竹縣","10004120","尖石鄉",8,133,1220,643,2956,1815,991,1,12,"110Y"
"10004","新竹縣","10004130","五峰鄉",6,47,453,290,1506,989,595,2,7,"110Y"
"10005","苗栗縣","10005010","苗栗市",371,5110,22922,9332,24417,7167,6706,221,116,"110Y"
"10005","苗栗縣","10005020","苑裡鎮",91,1589,8770,3334,12555,6994,6212,128,161,"110Y"
"10005","苗栗縣","10005030","通霄鎮",66,1041,6171,2421,9008,5153,5145,260,321,"110Y"
"10005","苗栗縣","10005040","竹南鎮",417,5506,22626,7729,21959,8218,6283,91,606,"110Y"
"10005","苗栗縣","10005050","頭份市",450,5933,26574,10252,28635,9932,7449,46,277,"110Y"
"10005","苗栗縣","10005060","後龍鎮",71,1164,7041,2724,9458,5384,4958,126,164,"110Y"
"10005","苗栗縣","10005070","卓蘭鎮",35,530,2947,1124,4918,2381,2422,32,96,"110Y"
"10005","苗栗縣","10005080","大湖鄉",27,362,2446,1038,4582,1980,1834,86,39,"110Y"
"10005","苗栗縣","10005090","公館鄉",83,1321,7433,3141,9936,3443,2989,52,50,"110Y"
"10005","苗栗縣","10005100","銅鑼鄉",32,572,3551,1554,5639,1939,1790,38,125,"110Y"
"10005","苗栗縣","10005110","南庄鄉",21,191,1428,744,2944,1788,1396,9,29,"110Y"
"10005","苗栗縣","10005120","頭屋鄉",17,311,2094,909,3271,1239,1320,25,41,"110Y"
"10005","苗栗縣","10005130","三義鄉",38,533,3254,1359,4818,1884,1760,57,80,"110Y"
"10005","苗栗縣","10005140","西湖鄉",14,187,1251,544,2139,971,988,15,78,"110Y"
"10005","苗栗縣","10005150","造橋鄉",24,354,2661,1022,3805,1573,1421,22,43,"110Y"
"10005","苗栗縣","10005160","三灣鄉",10,158,1245,500,1891,891,958,7,18,"110Y"
"10005","苗栗縣","10005170","獅潭鄉",9,92,592,302,1557,512,714,44,47,"110Y"
"10005","苗栗縣","10005180","泰安鄉",9,118,722,422,2008,1130,667,8,17,"110Y"
"10007","彰化縣","10007010","彰化市",1250,14495,58242,24840,55029,20090,19955,333,1733,"110Y"
"10007","彰化縣","10007020","鹿港鎮",206,3335,18874,6854,20915,10479,11030,89,1565,"110Y"
"10007","彰化縣","10007030","和美鎮",238,4025,20652,8187,22308,10898,10233,87,1207,"110Y"
"10007","彰化縣","10007040","線西鄉",32,534,3468,1300,4056,2684,1953,105,336,"110Y"
"10007","彰化縣","10007050","伸港鄉",48,1253,8070,2867,9555,5907,3791,157,810,"110Y"
"10007","彰化縣","10007060","福興鄉",86,1629,9769,3455,11598,6479,6378,190,1196,"110Y"
"10007","彰化縣","10007070","秀水鄉",91,1676,8970,3253,10059,5300,3517,33,586,"110Y"
"10007","彰化縣","10007080","花壇鄉",137,1934,10361,4018,11756,5368,5673,57,607,"110Y"
"10007","彰化縣","10007090","芬園鄉",35,720,4473,1965,6384,3287,3001,61,661,"110Y"
"10007","彰化縣","10007100","員林市",538,7434,30673,11953,30997,10531,11696,112,1152,"110Y"
"10007","彰化縣","10007110","溪湖鎮",129,2235,12046,4686,14136,6029,5943,74,1032,"110Y"
"10007","彰化縣","10007120","田中鎮",117,1790,8695,3685,11804,4276,4896,37,486,"110Y"
"10007","彰化縣","10007130","大村鄉",101,1605,8961,3271,10822,4704,4603,58,736,"110Y"
"10007","彰化縣","10007140","埔鹽鄉",47,992,6834,3455,8648,3535,4361,32,650,"110Y"
"10007","彰化縣","10007150","埔心鄉",71,1289,7530,2841,9604,4223,4409,84,516,"110Y"
"10007","彰化縣","10007160","永靖鄉",71,1429,7915,2920,9729,4166,4900,51,589,"110Y"
"10007","彰化縣","10007170","社頭鄉",85,1604,9367,3583,11910,4722,5230,51,595,"110Y"
"10007","彰化縣","10007180","二水鄉",30,454,2711,1362,4422,1600,2332,23,234,"110Y"
"10007","彰化縣","10007190","北斗鎮",98,1382,7460,2827,9040,3797,3710,48,385,"110Y"
"10007","彰化縣","10007200","二林鎮",67,1560,9235,3842,13793,6768,5916,350,2220,"110Y"
"10007","彰化縣","10007210","田尾鄉",47,960,5724,2017,7387,3382,3536,42,513,"110Y"
"10007","彰化縣","10007220","埤頭鄉",41,933,5524,2096,7641,3702,3866,101,686,"110Y"
"10007","彰化縣","10007230","芳苑鄉",24,596,4811,2029,8842,5672,4799,147,2334,"110Y"
"10007","彰化縣","10007240","大城鄉",13,239,1998,892,3923,3647,2072,586,1141,"110Y"
"10007","彰化縣","10007250","竹塘鄉",19,391,2399,1013,3856,2332,2378,106,480,"110Y"
"10007","彰化縣","10007260","溪州鄉",44,816,5343,2125,8089,4833,3705,89,959,"110Y"
"10008","南投縣","10008010","南投市",475,5694,23707,11044,26106,10352,8569,70,584,"110Y"
"10008","南投縣","10008020","埔里鎮",318,3196,15200,6778,22972,11609,8909,74,591,"110Y"
"10008","南投縣","10008030","草屯鎮",376,5128,22205,10794,25226,10942,9319,101,797,"110Y"
"10008","南投縣","10008040","竹山鎮",129,1822,9284,4416,14224,7506,7507,605,7,"110Y"
"10008","南投縣","10008050","集集鎮",37,390,1841,928,2889,1874,1381,9,74,"110Y"
"10008","南投縣","10008060","名間鄉",66,1227,7003,3319,10630,5475,5616,80,235,"110Y"
"10008","南投縣","10008070","鹿谷鄉",49,597,3030,1437,4830,2767,2778,44,122,"110Y"
"10008","南投縣","10008080","中寮鄉",19,319,2150,1011,4185,2569,2357,33,285,"110Y"
"10008","南投縣","10008090","魚池鄉",48,402,2547,1127,4498,2800,2336,24,143,"110Y"
"10008","南投縣","10008100","國姓鄉",26,369,2693,1167,5135,3506,3029,28,326,"110Y"
"10008","南投縣","10008110","水里鄉",28,508,2746,1332,4885,3081,2451,29,210,"110Y"
"10008","南投縣","10008120","信義鄉",20,268,2357,1081,4803,2887,2009,47,59,"110Y"
"10008","南投縣","10008130","仁愛鄉",19,298,1993,1158,5928,1947,1711,25,43,"110Y"
"10009","雲林縣","10009010","斗六市",613,6515,26857,11375,27438,10271,10005,82,753,"110Y"
"10009","雲林縣","10009020","斗南鎮",136,2206,9765,4180,11342,4973,5898,55,298,"110Y"
"10009","雲林縣","10009030","虎尾鎮",331,3864,16062,6608,18238,7630,7711,378,206,"110Y"
"10009","雲林縣","10009040","西螺鎮",109,1746,8755,3424,12133,5922,6380,61,775,"110Y"
"10009","雲林縣","10009050","土庫鎮",63,923,5223,2140,7504,3695,4513,56,697,"110Y"
"10009","雲林縣","10009060","北港鎮",111,1654,7965,3374,10351,4953,5165,45,636,"110Y"
"10009","雲林縣","10009070","古坑鄉",80,1099,6027,2579,8005,4665,5108,37,192,"110Y"
"10009","雲林縣","10009080","大埤鄉",33,543,3424,1487,4959,2790,3104,38,412,"110Y"
"10009","雲林縣","10009090","莿桐鄉",51,886,5296,2207,7624,4021,4597,38,368,"110Y"
"10009","雲林縣","10009100","林內鄉",35,513,3333,1465,4938,2209,2696,34,249,"110Y"
"10009","雲林縣","10009110","二崙鄉",31,737,4107,1837,6586,4491,4739,29,802,"110Y"
"10009","雲林縣","10009120","崙背鄉",35,710,3824,1600,5866,4203,4195,66,682,"110Y"
"10009","雲林縣","10009130","麥寮鄉",70,1600,10123,3400,12869,6767,5585,138,995,"110Y"
"10009","雲林縣","10009140","東勢鄉",18,354,2093,894,3400,2715,3001,59,298,"110Y"
"10009","雲林縣","10009150","褒忠鄉",23,355,2135,865,3192,2153,1956,68,472,"110Y"
"10009","雲林縣","10009160","臺西鄉",28,624,3616,1399,5362,4321,4151,171,1061,"110Y"
"10009","雲林縣","10009170","元長鄉",24,579,3671,1608,6947,4624,4001,111,683,"110Y"
"10009","雲林縣","10009180","四湖鄉",51,527,3108,1359,5639,4473,3886,61,1363,"110Y"
"10009","雲林縣","10009190","口湖鄉",42,542,4029,1515,6641,4883,4721,90,1454,"110Y"
"10009","雲林縣","10009200","水林鄉",36,559,3551,1491,5828,4511,4691,67,1300,"110Y"
"10010","嘉義縣","10010010","太保市",145,1601,8570,3254,10416,4753,4213,45,657,"110Y"
"10010","嘉義縣","10010020","朴子市",145,1844,8670,3406,10117,5068,5369,82,698,"110Y"
"10010","嘉義縣","10010030","布袋鎮",37,679,4385,1929,7016,4237,4542,86,794,"110Y"
"10010","嘉義縣","10010040","大林鎮",106,1350,6298,2651,7957,3742,4560,79,551,"110Y"
"10010","嘉義縣","10010050","民雄鄉",437,3253,15688,6486,19752,7846,8952,120,1064,"110Y"
"10010","嘉義縣","10010060","溪口鄉",23,375,2400,1009,3576,2209,2764,28,400,"110Y"
"10010","嘉義縣","10010070","新港鄉",56,1085,5990,2459,8082,4387,5193,34,605,"110Y"
"10010","嘉義縣","10010080","六腳鄉",31,558,3461,1567,5990,3798,4429,46,596,"110Y"
"10010","嘉義縣","10010090","東石鄉",26,430,3278,1306,6259,4552,4819,116,1032,"110Y"
"10010","嘉義縣","10010100","義竹鄉",34,488,2844,1341,4409,2908,3835,20,292,"110Y"
"10010","嘉義縣","10010110","鹿草鄉",30,406,2462,1040,3854,2472,3048,25,352,"110Y"
"10010","嘉義縣","10010120","水上鄉",96,1775,9872,4483,14534,6956,6409,73,689,"110Y"
"10010","嘉義縣","10010130","中埔鄉",102,1486,8093,3672,12711,6263,5904,60,564,"110Y"
"10010","嘉義縣","10010140","竹崎鄉",53,937,6062,2537,10081,5228,5840,75,444,"110Y"
"10010","嘉義縣","10010150","梅山鄉",31,519,3254,1371,4940,2878,3645,30,210,"110Y"
"10010","嘉義縣","10010160","番路鄉",33,339,1946,829,3225,1795,1836,45,145,"110Y"
"10010","嘉義縣","10010170","大埔鄉",6,119,783,319,1234,827,757,6,66,"110Y"
"10010","嘉義縣","10010180","阿里山鄉",9,95,848,370,1707,930,766,12,26,"110Y"
"10013","屏東縣","10013010","屏東市",1241,12228,49430,23060,55111,15054,15156,253,1616,"110Y"
"10013","屏東縣","10013020","潮州鎮",184,2498,11746,5819,16930,5118,5173,200,440,"110Y"
"10013","屏東縣","10013030","東港鎮",91,1641,8318,4366,13908,5676,5689,55,811,"110Y"
"10013","屏東縣","10013040","恆春鎮",62,848,5059,2412,9376,4958,3281,28,369,"110Y"
"10013","屏東縣","10013050","萬丹鄉",122,1800,9902,4428,16042,5222,6153,101,679,"110Y"
"10013","屏東縣","10013060","長治鄉",134,1414,6460,2878,9284,3124,3206,70,363,"110Y"
"10013","屏東縣","10013070","麟洛鄉",40,553,2483,1310,3674,812,944,12,44,"110Y"
"10013","屏東縣","10013080","九如鄉",52,734,4289,1898,6806,2868,2602,83,303,"110Y"
"10013","屏東縣","10013090","里港鄉",62,887,5111,2367,8189,3111,2532,28,336,"110Y"
"10013","屏東縣","10013100","鹽埔鄉",37,594,4369,2061,7693,3650,3039,150,798,"110Y"
"10013","屏東縣","10013110","高樹鄉",29,492,3417,1774,7739,3376,4157,80,575,"110Y"
"10013","屏東縣","10013120","萬巒鄉",50,579,3450,1744,6754,2759,2387,21,163,"110Y"
"10013","屏東縣","10013130","內埔鄉",189,2046,10756,5744,17640,5602,5696,73,538,"110Y"
"10013","屏東縣","10013140","竹田鄉",35,575,3166,1618,5889,1678,2127,27,74,"110Y"
"10013","屏東縣","10013150","新埤鄉",12,181,1293,821,3596,1308,1460,58,84,"110Y"
"10013","屏東縣","10013160","枋寮鄉",34,617,3632,1788,7358,3753,3302,57,725,"110Y"
"10013","屏東縣","10013170","新園鄉",54,975,5837,2966,10374,5623,3954,48,999,"110Y"
"10013","屏東縣","10013180","崁頂鄉",19,409,2598,1279,4573,1501,1843,11,136,"110Y"
"10013","屏東縣","10013190","林邊鄉",33,478,2727,1646,5200,2546,2543,40,259,"110Y"
"10013","屏東縣","10013200","南州鄉",23,351,1767,1003,3277,1326,1413,134,115,"110Y"
"10013","屏東縣","10013210","佳冬鄉",25,481,3052,1661,6105,2294,2841,35,397,"110Y"
"10013","屏東縣","10013220","琉球鄉",21,275,1892,807,2532,2522,2363,7,551,"110Y"
"10013","屏東縣","10013230","車城鄉",15,173,1093,599,2645,1500,1301,27,171,"110Y"
"10013","屏東縣","10013240","滿州鄉",6,122,987,525,2339,1602,1156,33,105,"110Y"
"10013","屏東縣","10013250","枋山鄉",5,69,733,377,1718,908,802,23,153,"110Y"
"10013","屏東縣","10013260","三地門鄉",11,172,1125,567,2413,1138,1214,16,12,"110Y"
"10013","屏東縣","10013270","霧臺鄉",11,93,606,268,950,417,575,5,8,"110Y"
"10013","屏東縣","10013280","瑪家鄉",6,159,1078,555,2198,866,955,2,11,"110Y"
"10013","屏東縣","10013290","泰武鄉",7,75,682,457,1771,687,797,6,3,"110Y"
"10013","屏東縣","10013300","來義鄉",3,114,1037,529,2034,1021,1625,14,23,"110Y"
"10013","屏東縣","10013310","春日鄉",9,72,570,305,1335,769,1060,19,28,"110Y"
"10013","屏東縣","10013320","獅子鄉",8,70,605,373,1611,843,772,3,5,"110Y"
"10013","屏東縣","10013330","牡丹鄉",2,109,706,424,1549,733,729,11,6,"110Y"
"10014","臺東縣","10014010","臺東市",429,5492,21590,10738,30696,10545,10048,126,755,"110Y"
"10014","臺東縣","10014020","成功鎮",10,219,1809,905,3394,2551,3184,9,96,"110Y"
"10014","臺東縣","10014030","關山鎮",9,242,1472,604,2546,1106,1316,14,117,"110Y"
"10014","臺東縣","10014040","卑南鄉",29,455,2520,1408,5521,2555,2440,93,277,"110Y"
"10014","臺東縣","10014050","鹿野鄉",13,174,1083,578,2290,1234,1355,22,148,"110Y"
"10014","臺東縣","10014060","池上鄉",11,183,1207,648,2396,1224,1402,19,138,"110Y"
"10014","臺東縣","10014070","東河鄉",18,168,974,524,2360,1568,1784,16,101,"110Y"
"10014","臺東縣","10014080","長濱鄉",8,113,724,360,1747,1490,1832,5,32,"110Y"
"10014","臺東縣","10014090","太麻里鄉",18,192,1392,853,3408,1744,2063,19,189,"110Y"
"10014","臺東縣","10014100","大武鄉",6,101,733,452,1682,1013,1009,7,58,"110Y"
"10014","臺東縣","10014110","綠島鄉",10,207,1040,417,1186,382,466,2,12,"110Y"
"10014","臺東縣","10014120","海端鄉",1,69,607,372,1231,538,610,2,7,"110Y"
"10014","臺東縣","10014130","延平鄉",6,101,510,360,1009,536,496,0,8,"110Y"
"10014","臺東縣","10014140","金峰鄉",2,65,556,345,1141,530,492,0,2,"110Y"
"10014","臺東縣","10014150","達仁鄉",10,73,450,287,951,597,703,4,11,"110Y"
"10014","臺東縣","10014160","蘭嶼鄉",9,157,1130,299,1689,731,464,0,8,"110Y"
"10015","花蓮縣","10015010","花蓮市",733,6458,24584,11980,27880,7434,6830,88,383,"110Y"
"10015","花蓮縣","10015020","鳳林鎮",34,317,1828,990,3151,1471,1787,14,59,"110Y"
"10015","花蓮縣","10015030","玉里鎮",42,662,3884,1824,6548,3942,3502,27,177,"110Y"
"10015","花蓮縣","10015040","新城鄉",51,737,4241,2016,6215,2280,2268,24,149,"110Y"
"10015","花蓮縣","10015050","吉安鄉",502,4398,19426,9607,25607,8241,6911,67,292,"110Y"
"10015","花蓮縣","10015060","壽豐鄉",160,593,3036,1487,5357,2452,2663,27,120,"110Y"
"10015","花蓮縣","10015070","光復鄉",17,310,1859,997,4465,1621,1825,20,57,"110Y"
"10015","花蓮縣","10015080","豐濱鄉",7,57,493,251,1374,902,935,2,22,"110Y"
"10015","花蓮縣","10015090","瑞穗鄉",21,254,1736,746,3246,1980,1998,24,116,"110Y"
"10015","花蓮縣","10015100","富里鄉",7,181,1254,585,2902,1968,1994,25,96,"110Y"
"10015","花蓮縣","10015110","秀林鄉",22,289,2553,1316,5290,2130,2224,10,19,"110Y"
"10015","花蓮縣","10015120","萬榮鄉",2,97,884,521,2240,825,710,0,4,"110Y"
"10015","花蓮縣","10015130","卓溪鄉",4,86,809,469,1790,981,867,1,5,"110Y"
"10016","澎湖縣","10016010","馬公市",342,3751,17029,5622,16697,6266,6217,80,401,"110Y"
"10016","澎湖縣","10016020","湖西鄉",36,553,3142,1177,4461,2171,2377,42,103,"110Y"
"10016","澎湖縣","10016030","白沙鄉",21,324,1770,680,2772,1729,1675,57,38,"110Y"
"10016","澎湖縣","10016040","西嶼鄉",12,226,1333,474,1957,1431,2062,13,93,"110Y"
"10016","澎湖縣","10016050","望安鄉",16,195,947,342,1354,736,1287,17,74,"110Y"
"10016","澎湖縣","10016060","七美鄉",10,168,665,229,918,674,683,22,126,"110Y"
"10017","基隆市","10017010","中正區",265,2272,11094,5141,15607,6485,4841,125,531,"110Y"
"10017","基隆市","10017020","七堵區",139,2382,12153,5824,15316,6166,5318,73,360,"110Y"
"10017","基隆市","10017030","暖暖區",106,1841,9272,4526,11639,3743,2982,66,217,"110Y"
"10017","基隆市","10017040","仁愛區",169,1926,8881,4410,11817,4312,4209,70,400,"110Y"
"10017","基隆市","10017050","中山區",118,1825,9770,4961,14290,5614,4846,110,513,"110Y"
"10017","基隆市","10017060","安樂區",286,4268,20164,9824,24830,7178,5116,130,417,"110Y"
"10017","基隆市","10017070","信義區",247,3039,13743,6283,15725,4979,3725,67,353,"110Y"
"10018","新竹市","10018010","東區",4815,31751,60987,17745,38582,11685,11229,170,673,"110Y"
"10018","新竹市","10018020","北區",1232,12110,42689,14316,35807,12741,10917,144,683,"110Y"
"10018","新竹市","10018030","香山區",424,5231,20801,6423,19417,9548,6223,153,711,"110Y"
"10020","嘉義市","10020010","東區",1053,9188,32927,14458,29052,7987,8501,142,745,"110Y"
"10020","嘉義市","10020020","西區",786,8640,37592,16229,37060,12032,12299,130,1322,"110Y"
"09020","金門縣","09020010","金城鎮",303,3378,12791,4447,10695,3822,2892,242,109,"110Y"
"09020","金門縣","09020020","金沙鎮",98,1364,5533,2065,5666,2289,2034,145,67,"110Y"
"09020","金門縣","09020030","金湖鎮",175,2199,8705,3180,7884,2833,2403,165,72,"110Y"
"09020","金門縣","09020040","金寧鄉",285,2355,11833,3083,7843,2892,2387,196,93,"110Y"
"09020","金門縣","09020050","烈嶼鄉",47,784,3397,1251,3445,1447,1423,52,88,"110Y"
"09020","金門縣","09020060","烏坵鄉",1,51,172,112,174,43,34,1,7,"110Y"
"09007","連江縣","09007010","南竿鄉",21,583,2210,725,1771,603,611,46,129,"110Y"
"09007","連江縣","09007020","北竿鄉",8,195,930,290,721,267,238,56,46,"110Y"
"09007","連江縣","09007030","莒光鄉",2,92,369,163,387,154,173,13,38,"110Y"
"09007","連江縣","09007040","東引鄉",3,104,435,154,398,107,100,10,15,"110Y"
